D,Pval.normal,Pval.beta,Clade,Gene,Selection
1.48163216324864,0.138438196127519,0.157920426329164,tumefaciens,OG0001451,Neutral
-0.0425329496290468,0.966073845502346,0.992593749294715,tumefaciens,OG0001452,Neutral
1.02283031634305,0.306388081374529,0.319907653864977,tumefaciens,OG0001453,Neutral
0.847311703280129,0.396821405091496,0.403637575910849,tumefaciens,OG0001454,Neutral
-0.0487679876602719,0.9611041939522,0.99736127892329,tumefaciens,OG0001455,Neutral
1.81246591785177,0.0699142355363698,0.0860218190557915,tumefaciens,OG0001456,Neutral
-0.0691462918816078,0.944873173586417,0.987035825138583,tumefaciens,OG0001457,Neutral
0.802887474366641,0.422039776379421,0.426785093490676,tumefaciens,OG0001458,Neutral
0.240180044723598,0.810190682968059,0.782028392894945,tumefaciens,OG0001459,Neutral
0.663362218970951,0.50709859685369,0.504510109984111,tumefaciens,OG0001460,Neutral
0.91943217739044,0.357869565270145,0.367735950969645,tumefaciens,OG0001461,Neutral
0.900660255447558,0.367768986623667,0.376879959703005,tumefaciens,OG0001462,Neutral
1.4340058285889,0.151570599553846,0.171128056071891,tumefaciens,OG0001463,Neutral
1.34316880514363,0.179217320204289,0.19852571695562,tumefaciens,OG0001464,Neutral
1.60914369162248,0.107584925476792,0.126272674753644,tumefaciens,OG0001465,Neutral
0.811478305148234,0.417091046699391,0.422247721706201,tumefaciens,OG0001466,Neutral
0.856602761400854,0.391664459092683,0.398895695064737,tumefaciens,OG0001467,Neutral
0.707077419074017,0.479518367791096,0.479349812753157,tumefaciens,OG0001468,Neutral
-0.70939879733782,0.478077033875622,0.510917046867084,tumefaciens,OG0001469,Neutral
0.829069901520032,0.407064854028645,0.413047722896676,tumefaciens,OG0001470,Neutral
1.47863257674931,0.139238541141369,0.158729379990838,tumefaciens,OG0001471,Neutral
1.53534336088942,0.12469950841138,0.143945020350088,tumefaciens,OG0001472,Neutral
1.10225712325817,0.270349904143201,0.286076838966314,tumefaciens,OG0001473,Neutral
1.04185223011314,0.297480194439212,0.311576174591038,tumefaciens,OG0001474,Neutral
1.34258679337972,0.179405809068108,0.198710830314872,tumefaciens,OG0001475,Neutral
0.857135826689647,0.391369823280005,0.39862467932438,tumefaciens,OG0001476,Neutral
0.378567623227816,0.705008968600943,0.685142842819534,tumefaciens,OG0001477,Neutral
1.52161162082239,0.128106424032516,0.147426908237015,tumefaciens,OG0001478,Neutral
1.31011014770748,0.190158576022894,0.209237349502248,tumefaciens,OG0001479,Neutral
0.633130883458861,0.526648176012276,0.522331040016839,tumefaciens,OG0001480,Neutral
0.62158230305201,0.534216560620493,0.529228391792562,tumefaciens,OG0001481,Neutral
-0.76523986515992,0.444128725163591,0.473690407515547,tumefaciens,OG0001482,Neutral
0.775815546427017,0.437857903288888,0.441274039782095,tumefaciens,OG0001484,Neutral
0.607633241753259,0.543430748538559,0.537624817301907,tumefaciens,OG0001485,Neutral
1.00235011846985,0.316174524542035,0.329039968501092,tumefaciens,OG0001486,Neutral
1.23409284959482,0.217168307682111,0.235414610011787,tumefaciens,OG0001487,Neutral
1.00774998442786,0.313574502331851,0.326615782829772,tumefaciens,OG0001488,Neutral
-0.141912737867058,0.887148932788375,0.931129588950701,tumefaciens,OG0001489,Neutral
0.806739500853925,0.419816581214102,0.424746978969068,tumefaciens,OG0001490,Neutral
-0.126823878200284,0.899079796267357,0.942739811981353,tumefaciens,OG0001491,Neutral
0.647850059165411,0.517081934279332,0.513611687621654,tumefaciens,OG0001493,Neutral
0.789651533388135,0.429731303472734,0.433832920369287,tumefaciens,OG0001494,Neutral
0.334059779018367,0.738334449956307,0.715735389541061,tumefaciens,OG0001495,Neutral
0.456855419597003,0.647774968785238,0.632774470477035,tumefaciens,OG0001496,Neutral
0.455908013934004,0.648456126484808,0.633396678187475,tumefaciens,OG0001497,Neutral
0.754470716732907,0.450566622540927,0.452900760696875,tumefaciens,OG0001499,Neutral
0.374388122572933,0.70811557831392,0.687991195842443,tumefaciens,OG0001500,Neutral
0.569497019250055,0.569018892988808,0.560940895292928,tumefaciens,OG0001501,Neutral
0.954533554256756,0.339813632954238,0.351017566390577,tumefaciens,OG0001502,Neutral
-1.04888188681974,0.294232483028574,0.304223641066671,tumefaciens,OG0001503,Neutral
1.03099611032672,0.302542643841994,0.316313339161181,tumefaciens,OG0001504,Neutral
0.850108030956996,0.395265027056492,0.402206790378108,tumefaciens,OG0001505,Neutral
0.350547588336641,0.725927782572892,0.704336208839967,tumefaciens,OG0001506,Neutral
0.614339569608285,0.538990959703471,0.533579146955876,tumefaciens,OG0001507,Neutral
1.03354503794326,0.301348905168997,0.315196854246401,tumefaciens,OG0001508,Neutral
0.319663467596778,0.749223456393317,0.725750590310472,tumefaciens,OG0001509,Neutral
0.987664327206803,0.32331707069362,0.33569214180189,tumefaciens,OG0001510,Neutral
0.978360496647917,0.327896058763428,0.339951297028678,tumefaciens,OG0001511,Neutral
0.606535205868795,0.544159411497313,0.538288785435185,tumefaciens,OG0001512,Neutral
-0.138450176508917,0.889884643689179,0.933794393565738,tumefaciens,OG0001513,Neutral
-1.87058223025377,0.061403009513156,0.0364737871470846,tumefaciens,OG0001514,Neutral
0.434643073968776,0.66382152438996,0.647438257027608,tumefaciens,OG0001515,Neutral
1.10542831268152,0.268974041246091,0.284778225990777,tumefaciens,OG0001516,Neutral
0.914545967836345,0.36043003535877,0.370102455757897,tumefaciens,OG0001517,Neutral
0.234879185618245,0.814302505161595,0.785837565170973,tumefaciens,OG0001518,Neutral
1.93599139785871,0.0528687545333294,0.0669535635026222,tumefaciens,OG0001519,Neutral
0.187390129511521,0.851354761038216,0.820249337314802,tumefaciens,OG0001520,Neutral
0.581201577217199,0.561104604802691,0.553729175867665,tumefaciens,OG0001522,Neutral
1.27368987467372,0.202773346268619,0.221507480701391,tumefaciens,OG0001523,Neutral
1.12067739919975,0.262425205844291,0.278589236827952,tumefaciens,OG0001524,Neutral
0.568498597666321,0.569696457645179,0.561558331795355,tumefaciens,OG0001525,Neutral
0.629502233655703,0.529020306859508,0.524492933145484,tumefaciens,OG0001526,Neutral
0.700860343539567,0.48339017496066,0.482883660236654,tumefaciens,OG0001527,Neutral
1.33970607603594,0.180340921400498,0.199628887409171,tumefaciens,OG0001528,Neutral
0.569575725051073,0.568965496784087,0.5608922377175,tumefaciens,OG0001530,Neutral
0.760208520435176,0.447129952743706,0.449757813588191,tumefaciens,OG0001531,Neutral
0.50500291037178,0.613556791839592,0.601542131670334,tumefaciens,OG0001532,Neutral
-2.73602085647154,0.00621870844298005,5.61724117767529e-05,tumefaciens,OG0001533,Negative
0.648847119948627,0.516437197325064,0.513023965516382,tumefaciens,OG0001534,Neutral
0.699146250824028,0.484460636808327,0.483860569535667,tumefaciens,OG0001535,Neutral
-0.0529301258870737,0.957787581046031,0.999454461978904,tumefaciens,OG0001536,Neutral
1.12253198721091,0.26163631497632,0.277842800225134,tumefaciens,OG0001537,Neutral
0.663015828239089,0.50732041684983,0.50471236523308,tumefaciens,OG0001538,Neutral
1.21741938579375,0.223444690934188,0.241449347084529,tumefaciens,OG0001539,Neutral
1.68855678640376,0.0913043979145922,0.10913849648285,tumefaciens,OG0001540,Neutral
0.512004673568885,0.608647738688623,0.597064794487682,tumefaciens,OG0001541,Neutral
0.748384830088402,0.454228070007316,0.456248408095467,tumefaciens,OG0001542,Neutral
0.53993483883309,0.589241970708672,0.579371717431901,tumefaciens,OG0001543,Neutral
0.14508235916549,0.884645846262571,0.851311098194826,tumefaciens,OG0001544,Neutral
0.794277887019158,0.427033674392202,0.431361637931867,tumefaciens,OG0001545,Neutral
0.234309334702507,0.814744839570126,0.786247451945484,tumefaciens,OG0001546,Neutral
0.77596899958943,0.437767290113434,0.441191098655913,tumefaciens,OG0001547,Neutral
2.2921563045795,0.0218966253450228,0.0299537663028442,tumefaciens,OG0001549,Positive
-0.618807656493725,0.536043077696419,0.573533648530663,tumefaciens,OG0001550,Neutral
-1.71382362794312,0.0865611225982406,0.0626814076053989,tumefaciens,OG0001551,Neutral
0.584640636738452,0.558789377539533,0.551619538001579,tumefaciens,OG0001552,Neutral
0.652341563295056,0.514180853003412,0.510967081433806,tumefaciens,OG0001553,Neutral
0.216102708779117,0.828907688301764,0.799382929882426,tumefaciens,OG0001554,Neutral
0.214195894823967,0.830394297253313,0.800763021229011,tumefaciens,OG0001555,Neutral
0.0561633840270059,0.955211650412993,0.917657204779287,tumefaciens,OG0001556,Neutral
1.01689534622084,0.309203217458325,0.322536801758739,tumefaciens,OG0001557,Neutral
0.602169928377016,0.547061030592681,0.540932757685307,tumefaciens,OG0001558,Neutral
0.69249105177901,0.488629003415382,0.487664192397153,tumefaciens,OG0001559,Neutral
1.09270292418104,0.274524255470683,0.290013411280729,tumefaciens,OG0001562,Neutral
1.24740559217158,0.212248817117267,0.230672534334992,tumefaciens,OG0001563,Neutral
0.6713749321642,0.501981710165891,0.499844152812496,tumefaciens,OG0001564,Neutral
1.27132029344092,0.203614725696726,0.222323022670584,tumefaciens,OG0001565,Neutral
1.34098376951601,0.179925722282215,0.199221324348797,tumefaciens,OG0001566,Neutral
0.850177962612572,0.395226151895725,0.402171048704022,tumefaciens,OG0001567,Neutral
0.189500123551476,0.849700858271041,0.818709835733637,tumefaciens,OG0001568,Neutral
1.10372724363318,0.269711473941992,0.285474324364553,tumefaciens,OG0001569,Neutral
0.889870458099578,0.373535448229762,0.382199787318402,tumefaciens,OG0001570,Neutral
-0.0571106580210093,0.954457046408902,0.996254778828579,tumefaciens,OG0001571,Neutral
0.992984660625725,0.320717429853329,0.33327220253318,tumefaciens,OG0001572,Neutral
0.946562602969564,0.343861707759153,0.35477057366975,tumefaciens,OG0001573,Neutral
0.891365301862495,0.372733226133142,0.381459980121782,tumefaciens,OG0001574,Neutral
1.19282027854499,0.232939766450484,0.250547903379055,tumefaciens,OG0001575,Neutral
0.562764694764837,0.573595124137569,0.565111107581656,tumefaciens,OG0001577,Neutral
-0.161621501082935,0.871603924506332,0.915957497543343,tumefaciens,OG0001578,Neutral
0.438006905052557,0.661381277922768,0.645207458775769,tumefaciens,OG0001579,Neutral
0.761910303706522,0.446113539942908,0.448828115142988,tumefaciens,OG0001580,Neutral
0.888420273499223,0.374314724029206,0.382918348409937,tumefaciens,OG0001581,Neutral
0.0956905060927828,0.923766381337929,0.888002483667383,tumefaciens,OG0001582,Neutral
0.78962397051227,0.429747405006744,0.433847669047754,tumefaciens,OG0001584,Neutral
1.05907513200339,0.289565564349276,0.30415749475058,tumefaciens,OG0001585,Neutral
-0.639173485152234,0.522710079042606,0.559234224598849,tumefaciens,OG0001586,Neutral
0.0313702151758424,0.974974294302225,0.93637344368066,tumefaciens,OG0001587,Neutral
-0.70882222178913,0.478434805964839,0.511307150156383,tumefaciens,OG0001588,Neutral
0.580311797132483,0.561704373332429,0.554275689082585,tumefaciens,OG0001589,Neutral
1.40699575868271,0.159428646445575,0.178967976304763,tumefaciens,OG0001591,Neutral
0.605182085145662,0.545058017880737,0.53910760475555,tumefaciens,OG0001592,Neutral
1.05723454397688,0.290404558062149,0.304944664603516,tumefaciens,OG0001593,Neutral
0.951769183610424,0.341214053871877,0.352316236998946,tumefaciens,OG0001594,Neutral
1.08391351657899,0.278403145991802,0.293666865569798,tumefaciens,OG0001595,Neutral
0.553223562259787,0.58011033451444,0.571048667820709,tumefaciens,OG0001596,Neutral
0.701448636046884,0.483023078695563,0.482548634951344,tumefaciens,OG0001597,Neutral
0.539907734126137,0.589260663884919,0.57938875683919,tumefaciens,OG0001598,Neutral
1.2514632869068,0.21076550005814,0.229240576218105,tumefaciens,OG0001599,Neutral
0.0328501775065351,0.973794063919462,0.935253934568412,tumefaciens,OG0001600,Neutral
-0.276615368378376,0.782075462746485,0.827525633941009,tumefaciens,OG0001601,Neutral
0.550044934602492,0.58228855386594,0.573033889136253,tumefaciens,OG0001602,Neutral
0.655724414799205,0.51200145696192,0.508980233604314,tumefaciens,OG0001603,Neutral
0.701631998597334,0.482908690878258,0.482444239322872,tumefaciens,OG0001604,Neutral
1.05646955190846,0.29075374450169,0.305272228893535,tumefaciens,OG0001605,Neutral
-1.74745363409891,0.0805586809380086,0.0562132875983365,tumefaciens,OG0001606,Neutral
0.578635565130066,0.562835101831874,0.555306021201093,tumefaciens,OG0001607,Neutral
0.313552938980585,0.753860607334452,0.730018714265814,tumefaciens,OG0001609,Neutral
-2.26814502228063,0.0233203690390386,0.0054370009808674,tumefaciens,OG0001610,Negative
1.29441136299737,0.195523367767867,0.214465577758664,tumefaciens,OG0001611,Neutral
0.800770798771244,0.423264347088607,0.427907527687931,tumefaciens,OG0001612,Neutral
0.413592130810626,0.679172837252238,0.66147941714754,tumefaciens,OG0001613,Neutral
0.260694357891043,0.794328217402083,0.767350453575231,tumefaciens,OG0001614,Neutral
0.910033565788627,0.362804808259774,0.37229643292306,tumefaciens,OG0001615,Neutral
0.78389208010203,0.43310343733464,0.436921258697486,tumefaciens,OG0001616,Neutral
0.899911570904064,0.368167311922325,0.377247585284235,tumefaciens,OG0001617,Neutral
0.125647240599266,0.900011166659629,0.865696785766718,tumefaciens,OG0001618,Neutral
0.716131648570686,0.473910063260128,0.474229823588629,tumefaciens,OG0001619,Neutral
0.70637739862782,0.479953472349084,0.479746971420593,tumefaciens,OG0001620,Neutral
0.853039800921951,0.393637232922889,0.400710052890558,tumefaciens,OG0001621,Neutral
1.32156568555004,0.186312816176762,0.205479966014028,tumefaciens,OG0001622,Neutral
0.482359292808051,0.629550733467868,0.616134900466887,tumefaciens,OG0001623,Neutral
0.950456368274309,0.341880413899119,0.352934059083162,tumefaciens,OG0001624,Neutral
0.544519372883324,0.586084120799096,0.57649333102932,tumefaciens,OG0001625,Neutral
0.265858691393503,0.790348039958969,0.76367161469964,tumefaciens,OG0001626,Neutral
-0.332303733881411,0.739659920721757,0.784955816973134,tumefaciens,OG0001627,Neutral
0.334879437370081,0.737716034016839,0.715166897500268,tumefaciens,OG0001628,Neutral
0.763985006707653,0.444876177537706,0.447696219229821,tumefaciens,OG0001629,Neutral
1.08056706057373,0.279889741457415,0.295065941991152,tumefaciens,OG0001630,Neutral
0.984139606070301,0.325046875566446,0.337301614132806,tumefaciens,OG0001631,Neutral
0.72709672404944,0.467166705432683,0.46807154260357,tumefaciens,OG0001632,Neutral
1.28385873767931,0.199191387022047,0.218031623312253,tumefaciens,OG0001633,Neutral
1.22158950713331,0.221862898610025,0.239930032691082,tumefaciens,OG0001634,Neutral
1.0122516999502,0.311417722339757,0.32460375125021,tumefaciens,OG0001635,Neutral
0.637195754605791,0.523997342668156,0.519915043754611,tumefaciens,OG0001636,Neutral
1.1658252756251,0.243685095768608,0.260802408074019,tumefaciens,OG0001637,Neutral
-0.696384276566857,0.486188207223651,0.519749973931673,tumefaciens,OG0001638,Neutral
-0.658019341371483,0.510525702971932,0.546113302939243,tumefaciens,OG0001639,Neutral
0.295597006540748,0.767537859966116,0.742618720981459,tumefaciens,OG0001640,Neutral
0.620963668740299,0.534623527946236,0.52959925660645,tumefaciens,OG0001641,Neutral
0.884359344168667,0.376502262443823,0.384935008396344,tumefaciens,OG0001642,Neutral
1.73395202856841,0.082926595176507,0.100175816808495,tumefaciens,OG0001643,Neutral
0.608122390860661,0.543106302806239,0.537329176773245,tumefaciens,OG0001644,Neutral
1.00954203661377,0.312714752050015,0.325813855035555,tumefaciens,OG0001645,Neutral
0.59104851171385,0.554487917088359,0.547700079129685,tumefaciens,OG0001646,Neutral
0.982791836196973,0.325709900629743,0.337918357554462,tumefaciens,OG0001647,Neutral
-0.187861837218774,0.850984959524211,0.895752821788688,tumefaciens,OG0001648,Neutral
0.867190012424195,0.385837907690416,0.393534291467242,tumefaciens,OG0001649,Neutral
0.482039579445838,0.629777830038268,0.616342167177752,tumefaciens,OG0001650,Neutral
1.18762564617328,0.234980929202545,0.252499171118681,tumefaciens,OG0001651,Neutral
1.06234906637026,0.288077247192746,0.302760662335217,tumefaciens,OG0001652,Neutral
1.02278525526138,0.306409391017754,0.319927562397444,tumefaciens,OG0001653,Neutral
0.0482440918898981,0.961521710830707,0.923626361132255,tumefaciens,OG0001654,Neutral
0.489339256457283,0.62460153297658,0.611618335047246,tumefaciens,OG0001655,Neutral
0.378248978617921,0.705245643775323,0.685359819059224,tumefaciens,OG0001656,Neutral
0.799991722436363,0.423715593063199,0.428321103238881,tumefaciens,OG0001657,Neutral
1.369507546198,0.170840677584244,0.190277412050979,tumefaciens,OG0001658,Neutral
0.612945741776507,0.539912216682906,0.534418635623507,tumefaciens,OG0001659,Neutral
0.340547326999194,0.733444388387736,0.711240950583319,tumefaciens,OG0001660,Neutral
0.305690149326502,0.759840574213463,0.735525600249526,tumefaciens,OG0001661,Neutral
0.774248516618118,0.438783842463791,0.442121545339943,tumefaciens,OG0001662,Neutral
1.10375932153552,0.269697554989184,0.285461187090903,tumefaciens,OG0001663,Neutral
1.18805342439673,0.234812362393936,0.252338088835192,tumefaciens,OG0001664,Neutral
0.664020820519676,0.506676985409285,0.504125681404882,tumefaciens,OG0001665,Neutral
0.829693886846124,0.406711878640933,0.41272364914445,tumefaciens,OG0001666,Neutral
1.32616640990743,0.184784582796193,0.203984579773137,tumefaciens,OG0001667,Neutral
1.21395219668346,0.224765979076622,0.24271764729753,tumefaciens,OG0001668,Neutral
1.59560569812675,0.110576854544552,0.129385344063651,tumefaciens,OG0001669,Neutral
-0.819048601751804,0.412758684891619,0.43891504856335,tumefaciens,OG0001670,Neutral
0.0472656649102741,0.962301492915823,0.924364453821853,tumefaciens,OG0001671,Neutral
0.734513909174893,0.462635586128495,0.46393218725439,tumefaciens,OG0001672,Neutral
0.986054255535749,0.324106489500505,0.336426719901092,tumefaciens,OG0001673,Neutral
1.2519625023274,0.210583527885981,0.22906483544859,tumefaciens,OG0001674,Neutral
-0.267596773695434,0.789009714642006,0.834442224656089,tumefaciens,OG0001675,Neutral
-0.184804829999256,0.853382119325469,0.898106607664027,tumefaciens,OG0001676,Neutral
0.457708475878422,0.64716189778135,0.63221447520917,tumefaciens,OG0001677,Neutral
0.693239060664938,0.488159539001661,0.487235842372071,tumefaciens,OG0001678,Neutral
0.127784936579225,0.898319171195155,0.864111079184332,tumefaciens,OG0001679,Neutral
0.663836781888631,0.506794781325903,0.504233089122316,tumefaciens,OG0001680,Neutral
0.963355150718471,0.335369325251802,0.346893824931716,tumefaciens,OG0001682,Neutral
1.05316201171472,0.292266745812473,0.306691183738536,tumefaciens,OG0001683,Neutral
0.161001738675822,0.872092031242051,0.839581183769062,tumefaciens,OG0001684,Neutral
-0.0884507961425023,0.929518389981121,0.972229156587836,tumefaciens,OG0001685,Neutral
1.17495470509752,0.24001283762743,0.257302715788301,tumefaciens,OG0001686,Neutral
-1.28054017916123,0.200355223346439,0.194324728508112,tumefaciens,OG0001687,Neutral
1.0289268119263,0.303514068044148,0.317221649630549,tumefaciens,OG0001688,Neutral
0.734330662900053,0.462747234189551,0.464034196057946,tumefaciens,OG0001689,Neutral
1.10348041394063,0.269818592531877,0.28557542531968,tumefaciens,OG0001690,Neutral
1.27116475682315,0.203670041633637,0.222376627890773,tumefaciens,OG0001691,Neutral
-0.0333028135395742,0.973433110125704,0.985542092471792,tumefaciens,OG0001692,Neutral
-0.204574172787944,0.837904835751592,0.882886768828498,tumefaciens,OG0001693,Neutral
0.985589933389792,0.324334379860833,0.33663875544222,tumefaciens,OG0001694,Neutral
0.420943052570269,0.67379666641128,0.656560562163333,tumefaciens,OG0001695,Neutral
0.991030310582049,0.321670779929815,0.334159812112231,tumefaciens,OG0001696,Neutral
-1.13383532210901,0.25686363147231,0.260740235699937,tumefaciens,OG0001697,Neutral
1.11870801938614,0.263264722875361,0.27938336116332,tumefaciens,OG0001698,Neutral
-0.044195765206873,0.964748357632399,0.993864883880178,tumefaciens,OG0001700,Neutral
1.38290468085532,0.166694094874162,0.186178095719242,tumefaciens,OG0001701,Neutral
0.292738704081815,0.76972188359222,0.744632318784775,tumefaciens,OG0001702,Neutral
0.542514655797748,0.587464013996904,0.577751084432348,tumefaciens,OG0001703,Neutral
-0.00945168490466948,0.992458758823135,0.96735673068051,tumefaciens,OG0001704,Neutral
0.417413447452969,0.676376020506074,0.658920297767859,tumefaciens,OG0001705,Neutral
0.448439818913988,0.653835809819255,0.638311548065015,tumefaciens,OG0001706,Neutral
0.159826316369929,0.873017893091108,0.840445575567994,tumefaciens,OG0001707,Neutral
0.523682760066891,0.600499208484053,0.589634338967978,tumefaciens,OG0001708,Neutral
-1.19776679221942,0.231007818515195,0.230426214840833,tumefaciens,OG0001709,Neutral
-0.307825841449228,0.758214857106988,0.803634546416872,tumefaciens,OG0001710,Neutral
0.684122562634606,0.493897775535724,0.49247096379283,tumefaciens,OG0001711,Neutral
0.061785020245666,0.950734032807299,0.913425295032787,tumefaciens,OG0001712,Neutral
-0.414470451759785,0.678529602505407,0.72276718939947,tumefaciens,OG0001713,Neutral
1.01726824136179,0.309025840315426,0.322371196206221,tumefaciens,OG0001714,Neutral
1.63059180220724,0.102976480098872,0.121457341625108,tumefaciens,OG0001715,Neutral
-0.125611481009457,0.900039474413591,0.943672419712217,tumefaciens,OG0001716,Neutral
1.76958151505782,0.0767968804375624,0.093546231450067,tumefaciens,OG0001717,Neutral
0.110173045686111,0.91227213854558,0.877199530743691,tumefaciens,OG0001718,Neutral
0.47611338811127,0.633993599454364,0.620190180511766,tumefaciens,OG0001719,Neutral
-2.25387421613652,0.0242040821661973,0.00593006071553475,tumefaciens,OG0001720,Negative
-0.0929348458234169,0.925955322566028,0.968786740160683,tumefaciens,OG0001721,Neutral
0.772337788744941,0.43991438958217,0.443156238690498,tumefaciens,OG0001722,Neutral
-0.101512107035178,0.919143947181361,0.962199052264515,tumefaciens,OG0001723,Neutral
